"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment","database","comparison"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0010508","GO:0010508","positive regulation of autophagy",98,-0.176638923752119,-0.577979011248334,0.996363636363636,1,1,2773,"tags=13%, list=17%, signal=11%","2308/23411/5305/440275/60592/11043/2932/7957/10769/5587/3791/1634","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0072175","GO:0072175","epithelial tube formation",104,-0.197010907017584,-0.652841198054145,0.996363636363636,1,1,2920,"tags=18%, list=18%, signal=15%","7798/57167/5898/8915/58495/6659/26585/51098/84678/5567/2668/7976/5727/144165/7042/2348/8321/57822","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0045727","GO:0045727","positive regulation of translation",96,-0.1755933150668,-0.573086324762288,0.996428571428571,1,1,3335,"tags=22%, list=20%, signal=18%","127933/5594/5436/4690/55245/708/55005/54931/440275/6659/5433/5724/51065/8872/7124/5530/116496/3673/56648/23178","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0098732","GO:0098732","macromolecule deacylation",96,-0.178916856711948,-0.583933413479121,0.996428571428571,1,1,3310,"tags=18%, list=20%, signal=14%","51742/79718/10933/151507/25855/23411/3066/55869/2339/161742/5538/5927/195814/84312/5587/6299","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0001736","GO:0001736","establishment of planar polarity",111,-0.192203220525921,-0.646348146908507,0.99644128113879,1,1,3622,"tags=41%, list=22%, signal=32%","5694/4300/5716/81839/5682/8323/4919/5704/5691/6233/5687/7979/5688/998/5713/5707/5684/23198/9861/5693/5048/5685/5718/5700/10197/5695/84133/5701/8324/1741/5689/10213/1175/7074/163/5717/2719/166336/7976/144165/23322/8321/8626/57822","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0006900","GO:0006900","membrane budding",111,-0.183294104537524,-0.616388239920805,0.99644128113879,1,1,717,"tags=33%, list=4%, signal=32%","54874/8452/10342/10015/64083/4905/128866/3638/55204/8724/1075/8976/92421/966/10175/9218/302/10959/27243/9554/122553/59349/57132/5861/8615/9570/5584/374/5537/10282/11196/23256/10396/2348/2153/254263","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0007164","GO:0007164","establishment of tissue polarity",111,-0.192203220525921,-0.646348146908507,0.99644128113879,1,1,3622,"tags=41%, list=22%, signal=32%","5694/4300/5716/81839/5682/8323/4919/5704/5691/6233/5687/7979/5688/998/5713/5707/5684/23198/9861/5693/5048/5685/5718/5700/10197/5695/84133/5701/8324/1741/5689/10213/1175/7074/163/5717/2719/166336/7976/144165/23322/8321/8626/57822","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0002223","GO:0002223","stimulatory C-type lectin receptor signaling pathway",113,-0.181272787004823,-0.615172037216794,0.99645390070922,1,1,5470,"tags=43%, list=33%, signal=29%","6850/5682/6885/7189/4583/5704/5691/6233/5687/7979/5688/394263/5713/5707/8454/5684/23198/9861/6500/94025/5693/5062/5685/7334/5718/5700/10197/5695/4893/5701/7321/5689/8945/10213/3845/7335/23291/8915/4790/5717/1147/5567/26253/30835/22914/143662/50856/4588","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0002065","GO:0002065","columnar/cuboidal epithelial cell differentiation",81,-0.198292181652407,-0.624452016653749,0.996515679442509,1,1,3092,"tags=20%, list=19%, signal=16%","182/79084/286451/10551/4851/6659/60485/56647/2932/4610/6608/5080/28514/117531/8626","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0006476","GO:0006476","protein deacetylation",91,-0.184459492235554,-0.593392162966877,0.996515679442509,1,1,3281,"tags=16%, list=20%, signal=13%","79718/10933/151507/25855/23411/3066/55869/2339/161742/5927/195814/84312/5587/6299","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0031124","GO:0031124","mRNA 3'-end processing",87,-0.178287522133563,-0.5654169259472,0.996551724137931,1,1,4520,"tags=31%, list=27%, signal=23%","25888/2926/51362/56254/9775/9877/6432/55339/8563/10914/1477/10569/64895/6428/11051/80145/1025/1479/81608/53981/5433/51692/7307/4686/10189/55110","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0072089","GO:0072089","stem cell proliferation",78,-0.203550530369914,-0.638237805767154,0.996563573883162,1,1,1705,"tags=21%, list=10%, signal=18%","4851/1636/58495/8091/64399/192669/4254/7976/85440/6608/55612/27185/9048/10763/259266","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0006081","GO:0006081","cellular aldehyde metabolic process",83,-0.194903066570227,-0.615612231636544,0.996575342465753,1,1,3210,"tags=25%, list=19%, signal=20%","6888/157506/8644/669/51071/216/5226/55276/64577/223/1737/57016/220/195814/22977/127/112817/2731/27122/1545","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0006998","GO:0006998","nuclear envelope organization",83,-0.191721259181712,-0.60556231512394,0.996575342465753,1,1,327,"tags=25%, list=2%, signal=25%","128866/10204/2010/5903/5048/10762/4928/27243/81929/6683/114882/221035/10269/9818/23165/79902/165324/7443/126549/983","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0016575","GO:0016575","histone deacetylation",79,-0.208185066709924,-0.656476813329763,0.996610169491525,1,1,3281,"tags=16%, list=20%, signal=13%","79718/10933/151507/25855/23411/3066/55869/5927/195814/84312/5587/6299","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0030433","GO:0030433","ubiquitin-dependent ERAD pathway",72,-0.175256937387105,-0.550048349296222,0.996710526315789,1,1,5396,"tags=42%, list=33%, signal=28%","7844/5704/11160/9097/9709/9695/55741/4780/258010/3309/10277/29979/10134/7415/7184/4189/23190/23197/201595/5700/55432/5701/51528/9666/51009/10869/80267/54431/857","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0032092","GO:0032092","positive regulation of protein binding",70,-0.167208246794523,-0.522067676072969,0.996742671009772,1,1,3156,"tags=23%, list=19%, signal=19%","9693/3326/121665/340061/2035/7074/22919/8829/2932/54552/26206/857/3673/10769/4208","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0038094","GO:0038094","Fc-gamma receptor signaling pathway",70,-0.178107386329637,-0.556097627091382,0.996742671009772,1,1,4330,"tags=31%, list=26%, signal=23%","10095/5295/5291/5906/10094/10096/10092/5594/10093/4690/3326/7525/3320/1398/917/4651/5290/10097/3984/26253/64005","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:1903729","GO:1903729","regulation of plasma membrane organization",70,-0.164351748039679,-0.513148943323625,0.996742671009772,1,1,4743,"tags=30%, list=29%, signal=21%","10490/55022/26060/65267/8976/5295/8766/22841/5357/2181/57120/163882/5584/5525/10551/3688/85409/27035/7042/57628","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0042278","GO:0042278","purine nucleoside metabolic process",65,0.193756838672961,0.531017623534846,0.997045790251108,1,1,3164,"tags=14%, list=19%, signal=11%","1740/5145/4356/1742/4337/23513/2593/10400/347736","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0030521","GO:0030521","androgen receptor signaling pathway",62,0.202906839790574,0.553453602115647,0.997063142437592,1,1,4041,"tags=19%, list=24%, signal=15%","9970/8928/10891/672/23426/409/8284/9862/27086/10013/9968/4838","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0046128","GO:0046128","purine ribonucleoside metabolic process",62,0.20437487075163,0.557457838859231,0.997063142437592,1,1,3164,"tags=15%, list=19%, signal=12%","1740/5145/4356/1742/4337/23513/2593/10400/347736","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0048024","GO:0048024","regulation of mRNA splicing, via spliceosome",62,0.182112304606817,0.496733925175977,0.997063142437592,1,1,4779,"tags=21%, list=29%, signal=15%","60677/84530/56853/256329/135295/11338/283375/146713/6433/10181/8241/6429/10921","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0001892","GO:0001892","embryonic placenta development",74,0.172156130798467,0.481164189872299,0.997130559540889,1,1,546,"tags=3%, list=3%, signal=3%","655/6615","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0048010","GO:0048010","vascular endothelial growth factor receptor signaling pathway",86,0.195056627376759,0.554485831949479,0.997175141242938,1,1,2561,"tags=12%, list=16%, signal=10%","2254/2324/3690/79652/6300/9844/26999/25759/10451/63916","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0031023","GO:0031023","microtubule organizing center organization",114,0.200144689547737,0.593341769811633,0.997237569060773,1,1,4171,"tags=21%, list=25%, signal=16%","2242/284403/114791/675/7516/55559/9696/93323/672/91147/54828/7517/899/85378/23122/55835/402/1070/348654/10432/9639/152185/25886/1017","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0031503","GO:0031503","protein complex localization",116,0.200600137815388,0.59734137945346,0.997256515775034,1,1,2994,"tags=11%, list=18%, signal=9%","114548/3593/655/114899/283849/8877/90332/91662/602/3965/23059/10616/57728","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0010389","GO:0010389","regulation of G2/M transition of mitotic cell cycle",107,0.202839591927421,0.597539140088335,0.997275204359673,1,1,2931,"tags=17%, list=18%, signal=14%","85417/1063/890/90381/80174/23476/5889/7480/472/219736/51149/6604/1112/79621/1018/80198/80279/5698","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0046034","GO:0046034","ATP metabolic process",214,0.201073709099165,0.642296081238764,0.997465145754119,1,1,1574,"tags=4%, list=10%, signal=4%","432369/5313/100532726/50617/441531/201163/5027/4621/440567","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0006606","GO:0006606","protein import into nucleus",242,0.208250935604509,0.672310524089941,0.997496871088861,1,1,993,"tags=4%, list=6%, signal=4%","374403/2254/114548/3593/655/8313/23586/114899/84875","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0044744","GO:0044744","protein targeting to nucleus",242,0.208250935604509,0.672310524089941,0.997496871088861,1,1,993,"tags=4%, list=6%, signal=4%","374403/2254/114548/3593/655/8313/23586/114899/84875","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0009144","GO:0009144","purine nucleoside triphosphate metabolic process",243,0.194180226868664,0.626971824914563,0.997506234413965,1,1,662,"tags=2%, list=4%, signal=2%","432369/5313/25939/100532726/50617/441531","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0006486","GO:0006486","protein glycosylation",250,0.202294919144791,0.655364457383293,0.997509339975093,1,1,3889,"tags=20%, list=24%, signal=16%","4939/80312/25834/3753/29906/6480/84875/200810/23409/117248/91319/50614/420/349152/4585/8850/11093/727897/4584/140687/26301/2528/120071/4582/256281/374907/10402/27090/51548/10585/7903/84752/387923/26277/29954/4351/9514/374378/8658/79147/91949/124872/4122/55624/7423/57171/84447/10039/7327/56983","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0008654","GO:0008654","phospholipid biosynthetic process",250,0.209062270399858,0.677288297596129,0.997509339975093,1,1,3790,"tags=21%, list=23%, signal=17%","2254/150763/2247/161247/27124/5320/3635/93492/64900/26281/248/660/8074/55224/81490/472/57664/80235/9487/8526/9365/2264/56895/9489/81579/43/9110/6901/93210/27315/7784/3931/79888/8904/27132/8871/1119/10400/376497/1606/27440/59339/79143/51205/5293/51477/5359/5296/9488/254531/57171/2263/5338","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0043413","GO:0043413","macromolecule glycosylation",250,0.202294919144791,0.655364457383293,0.997509339975093,1,1,3889,"tags=20%, list=24%, signal=16%","4939/80312/25834/3753/29906/6480/84875/200810/23409/117248/91319/50614/420/349152/4585/8850/11093/727897/4584/140687/26301/2528/120071/4582/256281/374907/10402/27090/51548/10585/7903/84752/387923/26277/29954/4351/9514/374378/8658/79147/91949/124872/4122/55624/7423/57171/84447/10039/7327/56983","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0032956","GO:0032956","regulation of actin cytoskeleton organization",249,0.207890575398613,0.673936025381055,0.997518610421836,1,1,2454,"tags=11%, list=15%, signal=10%","83700/57731/684/2242/119/57026/9535/1436/10411/11151/25802/4703/128272/79933/7454/7481/3273/6712/5345/56203/375189/55616/9620/80115/9873/54828/9647/9037","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0051052","GO:0051052","regulation of DNA metabolic process",338,0.206196261574233,0.683437541554005,0.99766081871345,1,1,3238,"tags=17%, list=20%, signal=14%","345643/80119/2736/80312/9212/9104/7349/55693/57379/2852/8313/81620/4142/90381/225689/675/63978/57332/80174/1663/1763/94/79915/3980/5371/548593/7468/940/10891/11284/157570/5982/10635/54069/672/472/339221/219736/79733/51149/2264/4862/81931/2138/3480/51548/5588/114799/5893/2067/409/26277/9400/6778/5930/958/2069/7043","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0000226","GO:0000226","microtubule cytoskeleton organization",402,0.216331996172156,0.722801152303731,0.997724687144482,1,1,3685,"tags=21%, list=22%, signal=17%","124602/136332/9212/2242/284403/9700/2009/81027/991/115948/114791/79000/11004/93233/79929/2258/675/57159/85452/25897/27124/10615/4133/7516/55559/27175/345895/352909/10636/57519/50861/9696/93323/89796/672/23380/84960/91147/25999/54828/26140/7517/899/374407/29911/83473/1267/4137/2138/91978/8045/84501/57701/57662/85378/57545/8312/55036/23113/90417/23363/84056/25777/23122/55835/10579/6867/402/10460/283234/1263/23187/55857/51361/8658/24137/54919/57405/1070/348654/339829/399693/10013/152206/11116","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0007346","GO:0007346","regulation of mitotic cell cycle",472,0.218699201294427,0.737619284994624,0.997790055248619,1,1,3477,"tags=16%, list=21%, signal=13%","113130/345643/3481/995/655/87178/85417/51512/150094/1063/9700/701/81620/57026/991/890/7015/7023/9863/90381/675/80174/55367/57520/79915/51339/4288/5371/940/26013/5883/10459/23476/8877/994/699/5889/51343/7480/472/4582/219736/7517/51149/51754/9656/8558/23513/5591/6604/1112/79621/7161/894/1018/80198/9735/80279/5698/728642/6777/23113/23363/55835/5325/4303/2069/55055/10460/1263/23331/5546/29882/7483/5890/8658/5696","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0015914","GO:0015914","phospholipid transport",52,0.176341065948087,0.468870800003757,0.998511904761905,1,1,1231,"tags=4%, list=7%, signal=4%","24/5027","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0033619","GO:0033619","membrane protein proteolysis",53,0.196804062444946,0.524730719424172,0.998516320474777,1,1,3174,"tags=15%, list=19%, signal=12%","2822/5027/164656/9860/9476/29763/5588/56928","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0002433","GO:0002433","immune response-regulating cell surface receptor signaling pathway involved in phagocytosis",67,0.169003776441755,0.466722991647801,0.998540145985401,1,1,2561,"tags=13%, list=16%, signal=11%","919/2268/7454/9844/26999/5335/7456/10451/63916","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0038096","GO:0038096","Fc-gamma receptor signaling pathway involved in phagocytosis",67,0.169003776441755,0.466722991647801,0.998540145985401,1,1,2561,"tags=13%, list=16%, signal=11%","919/2268/7454/9844/26999/5335/7456/10451/63916","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0006672","GO:0006672","ceramide metabolic process",68,0.188847574155041,0.521670168943731,0.998548621190131,1,1,4394,"tags=22%, list=27%, signal=16%","125981/56624/5027/79603/91012/7903/9514/83723/1201/340485/55512/57704/30815/55750/8398","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0030301","GO:0030301","cholesterol transport",68,0.19677407072546,0.543566223597987,0.998548621190131,1,1,4843,"tags=37%, list=29%, signal=26%","5444/1056/3990/949/55937/64240/9066/80765/3931/337/6646/345/10062/3952/4035/26119/5244/9619/4481/6469/948/10347/55004/10948/706","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0006890","GO:0006890","retrograde vesicle-mediated transport, Golgi to ER",81,0.170886150705223,0.486441773880438,0.998601398601399,1,1,1446,"tags=6%, list=9%, signal=6%","347517/56992/11004/51226/55850","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0010827","GO:0010827","regulation of glucose transport",94,0.185588462119852,0.531994439396318,0.998603351955307,1,1,5149,"tags=27%, list=31%, signal=18%","114898/5919/7015/8218/25999/51237/51548/11132/29803/23511/3952/5296/23225/10580/208/348995/55600/6253/11097/9883/8086/9481/23279/2887/718","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0033135","GO:0033135","regulation of peptidyl-serine phosphorylation",90,0.195663206672113,0.558874938860962,0.998603351955307,1,1,3088,"tags=14%, list=19%, signal=12%","57731/7349/10411/27124/3589/10459/338376/51085/219736/9647/8312/409/369","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0006333","GO:0006333","chromatin assembly or disassembly",138,0.198990743173909,0.605663680204277,0.998635743519782,1,1,3478,"tags=20%, list=21%, signal=16%","3070/84875/64946/333932/126961/8363/55355/57597/554313/4778/11339/4171/8353/8341/128854/54069/80152/64105/23523/6604/401541/51548/57082/257218/8367/128312/92815","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0061136","GO:0061136","regulation of proteasomal protein catabolic process",144,0.198450745624166,0.607398545501415,0.998639455782313,1,1,1282,"tags=4%, list=8%, signal=4%","9992/27074/90865/101927423/2272/25897","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0010565","GO:0010565","regulation of cellular ketone metabolic process",147,0.206004045713245,0.632746273458449,0.998641304347826,1,1,4077,"tags=20%, list=25%, signal=15%","114898/9104/552/33/635/23409/85300/130013/9572/10891/51085/672/2264/337/5698/345/10062/5164/5696/8050/80025/5163/23417/208/57546/37/22937/6720/5581","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0071229","GO:0071229","cellular response to acid chemical",166,0.199054678583687,0.623394667456359,0.998685939553219,1,1,4330,"tags=24%, list=26%, signal=18%","5030/3371/552/11133/6096/2867/2741/7484/3779/7481/10891/1290/7480/358/1277/6470/6494/10270/652968/1291/6935/6532/7483/23334/3952/4916/2742/54997/8651/5753/3297/58528/6720/1019/153129/5581/10458/1278/8322/5244","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0043624","GO:0043624","cellular protein complex disassembly",188,0.200024430274284,0.630375845843937,0.998708010335917,1,1,1179,"tags=5%, list=7%, signal=4%","124602/57731/119/57026/11004/79929/2258/57159/25802","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0019216","GO:0019216","regulation of lipid metabolic process",236,0.199834702286276,0.64239822630649,0.998735777496839,1,1,4077,"tags=22%, list=25%, signal=17%","114898/9104/552/125981/6615/150094/2822/2852/5919/33/2268/2247/23409/1133/9572/9711/10891/51085/949/1917/672/6097/345275/2264/10451/5140/53345/7784/337/79888/345/6777/10062/376497/57104/5164/8050/3952/5296/80025/10580/5163/23417/26119/208/57546/37/3172/22937/5447/6720/1019/5581","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0070085","GO:0070085","glycosylation",257,0.202766000721908,0.659086987018011,0.998765432098765,1,1,3889,"tags=20%, list=24%, signal=16%","4939/80312/25834/3753/29906/6480/84875/200810/23409/117248/91319/50614/420/349152/4585/8850/11093/727897/4584/140687/26301/2528/120071/4582/256281/80235/374907/10402/27090/51548/10585/7903/84752/387923/26277/29954/4351/9514/374378/8658/79147/91949/124872/9488/4122/55624/7423/57171/84447/10039/7327/56983","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0032970","GO:0032970","regulation of actin filament-based process",284,0.204842865564226,0.669984983010988,0.998783454987834,1,1,2454,"tags=11%, list=15%, signal=10%","83700/57731/684/2242/119/3759/57026/9535/1436/2258/10411/11151/25802/4703/128272/388591/79933/7454/7481/3273/6712/5345/775/56203/375189/55616/9620/80115/9873/54828/9647/9037","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0032259","GO:0032259","methylation",317,0.208461313953712,0.686543358520789,0.998810939357907,1,1,2243,"tags=10%, list=14%, signal=9%","143241/140690/80312/8328/346171/26038/55693/645332/11105/635/23070/136991/63978/55199/196483/260294/57412/79091/51490/5409/7468/54514/63976/9718/155400/26053/6839/10322/8623/54069/672/54093","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0016311","GO:0016311","dephosphorylation",368,0.206001459885797,0.685222695645499,0.998841251448436,1,1,3007,"tags=13%, list=18%, signal=11%","9104/995/5444/1740/2822/2538/5802/57026/92235/116729/9863/26051/64748/1813/761/27124/151649/4621/57709/1133/3635/93492/5803/3932/11284/64900/248/93034/994/152926/23371/5788/9647/5784/333926/9814/114783/9110/10454/79178/1408/84152/25930/2138/57662/390928/80279/5470/57082","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0198738","GO:0198738","cell-cell signaling by wnt",399,0.207077921902022,0.691894409566676,0.998862343572241,1,1,3477,"tags=15%, list=21%, signal=12%","23072/2254/205147/5145/51741/4988/8313/387914/7015/8840/9863/84327/55897/7484/80319/1813/128272/261734/57674/7482/1951/27031/83595/7089/51339/4671/7481/10459/6932/90268/7480/4929/9620/4038/4163/147906/147495/5071/27327/1277/57690/1649/9839/4343/2487/2116/245973/57680/5698/8312/409/57658/6934/6425/3487/1857/54795/7483/8861/8658/5696","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0071900","GO:0071900","regulation of protein serine/threonine kinase activity",420,0.208564576787047,0.699881850770056,0.998875140607424,1,1,1352,"tags=6%, list=8%, signal=6%","51191/6997/3481/2043/93649/114898/995/655/85417/151/4057/9134/2914/890/7023/4142/177/4485/1436/2247/7786/5027/1464/5610/10392","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0000956","GO:0000956","nuclear-transcribed mRNA catabolic process",199,-0.200641133924946,-0.727150808014535,1,1,1,6789,"tags=47%, list=41%, signal=28%","6157/55181/6228/6189/5515/51013/4292/1974/80153/6223/6202/6130/6187/6171/4736/9939/6138/7832/3646/6155/9349/64282/6210/27257/11224/6188/6164/65109/6173/4116/118460/6169/27258/6152/6168/57819/6741/10767/6233/6207/6139/6129/5073/79048/5976/27161/6125/6142/10605/6232/1981/6161/6167/26019/51690/6124/55629/9775/1655/23708/6201/6229/8559/51010/57472/6154/51154/9652/29883/1797/2107/5436/22894/6128/196513/6218/1656/1973/2935/6144/56915/149041/1977/5433/11157/167227/23112/23016/23658/4686/55110/340719","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0001101","GO:0001101","response to acid chemical",267,-0.191254005889506,-0.711125226156244,1,1,1,2461,"tags=17%, list=15%, signal=15%","2170/3066/9370/7584/5176/1282/3843/836/478/1906/5724/144577/5743/1386/1147/55172/1307/7124/2743/22938/22943/5289/6347/4602/3673/55915/2730/4208/1385/1646/1244/5727/7292/3208/5950/2348/53335/573971/2155/5732/81285/1536/3860/5020/338","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0001666","GO:0001666","response to hypoxia",290,0.191817931727138,0.628815939704249,1,1,1,1835,"tags=7%, list=11%, signal=7%","4151/5313/93649/655/952/114757/7352/6261/890/7015/177/64344/1813/83990/23409/94/6546/5371/4878/3779/10891","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0001678","GO:0001678","cellular glucose homeostasis",112,-0.188387042734624,-0.632754596388868,1,1,1,2862,"tags=23%, list=17%, signal=19%","2308/7074/133308/56652/6597/23411/64710/5176/6659/5290/57393/5530/388581/55107/3745/56943/6347/2021/9024/2730/4208/1080/50507/6770/111","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0001738","GO:0001738","morphogenesis of a polarized epithelium",120,0.14996691579361,0.448817203019403,1,1,1,3058,"tags=12%, list=19%, signal=10%","4478/9863/7484/128272/1951/27031/51339/7481/9620/3911/54806/163183/5698/409","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0002220","GO:0002220","innate immune response activating cell surface receptor signaling pathway",115,0.186223604815532,0.552956738148133,1,1,1,2290,"tags=8%, list=14%, signal=7%","64170/170482/2867/4585/727897/4584/64581/8517/4582","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0002431","GO:0002431","Fc receptor mediated stimulatory signaling pathway",73,-0.164137188093203,-0.519285733537447,1,1,1,4330,"tags=30%, list=26%, signal=22%","10095/5295/5291/5906/10094/10096/10092/5594/10093/4690/3326/7525/3320/1398/917/4651/5290/10097/3984/8013/64005","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0002478","GO:0002478","antigen processing and presentation of exogenous peptide antigen",155,0.140001746168913,0.431974621140707,1,1,1,1028,"tags=3%, list=6%, signal=3%","3119/3112/56992/11004/1780","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0006066","GO:0006066","alcohol metabolic process",257,-0.17260669776924,-0.640573835032073,1,1,1,2173,"tags=23%, list=13%, signal=21%","51109/8720/1595/10136/11163/3422/3479/64768/27235/9562/8813/3632/2805/805/5028/6307/157506/9453/151056/84812/8644/55331/116150/8821/6822/216/4790/5724/123099/51302/23262/7124/3953/57016/81537/220/195814/126/8029/51805/127/114879/10170/130/1080/7292/2820/6770/6718/3553/7276/5950/23236/2055/4504/1594/1545/27233/338","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0006283","GO:0006283","transcription-coupled nucleotide-excision repair",73,-0.150977095976189,-0.477650756310203,1,1,1,5484,"tags=38%, list=33%, signal=26%","8450/6117/9716/57461/6233/10450/5431/9978/5435/7874/5440/9318/5111/5436/4331/10714/91603/1022/2967/51426/3150/5433/51138/902/8533/5983/5425","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0006289","GO:0006289","nucleotide-excision repair",112,-0.132360198600444,-0.444571573647733,1,1,1,5484,"tags=40%, list=33%, signal=27%","8450/7341/6117/9716/57461/6233/9557/10450/5887/22909/5431/9978/5435/7874/5932/5440/1069/6613/7329/9318/7334/5111/64210/5436/2176/4331/10714/91603/1022/730394/2967/51426/3150/23411/10463/3981/5433/7336/51138/902/8533/5983/5425/85015","GO","24"
"../results/DESeq2/V24_over_M24_Wald-test.csv.GO:0006383","GO:0006383","transcription from RNA polymerase III promoter",51,0.173714296171183,0.460440751498951,1,1,1,3950,"tags=22%, list=24%, signal=16%","7629/25850/6621/672/6908/4665/57680/10621/55290/2064/55703","GO","24"
